Season,Nos,Name,Team,Age,Position,Appearances,Minutes,Goals,Assists,Yellows,Reds,SpG,Pass%,AerialsWon,MotM,Rating
2019,150,Aaron Connolly,Brighton,19,  FW,4(4),367,2,-,-,-,1.9,83.6,1.1,1,6.67
2014,172,Aaron Cresswell,West Ham,29,  D(CL)M(L),38,3420,2,4,5,-,0.5,72.2,1.4,2,6.85
2015,165,Aaron Cresswell,West Ham,29,  D(CL)M(L),37,3315,2,4,1,-,0.8,77.5,1.1,-,6.81
2016,260,Aaron Cresswell,West Ham,29,  D(CL)M(L),24(2),2118,-,2,2,1,0.4,75.5,1.4,1,6.46
2017,193,Aaron Cresswell,West Ham,29,  D(CL)M(L),35(1),3073,1,7,7,-,0.6,77.1,1.6,-,6.69
2018,174,Aaron Cresswell,West Ham,29,  D(CL)M(L),18(2),1591,-,1,1,-,0.6,81.4,1.3,-,6.68
2015,198,Aaron Lennon,Everton,32,  M(LR),17(8),1540,5,-,1,-,0.7,81.1,-,-,6.73
2019,254,Aaron Lennon,Burnley,32,  M(LR),2(6),239,-,-,2,-,0.1,67.7,-,-,6.03
2017,114,Aaron Mooy,Huddersfield,29,  M(CL),34(2),3071,4,3,5,-,0.8,79.5,0.9,-,6.86
2018,151,Aaron Mooy,Huddersfield,29,  M(CL),25(4),2327,3,1,4,-,1.5,80.2,0.5,1,6.73
2019,112,Aaron Ramsdale,Bournemouth,21,  GK,11,990,-,1,-,-,-,54,0.1,-,6.8
2014,87,Aaron Ramsey,Arsenal,28,  M(CR),23(6),2010,6,6,6,-,2.2,86,0.6,1,7.07
2015,32,Aaron Ramsey,Arsenal,28,  M(CR),29(2),2624,5,4,4,-,2.2,86.1,0.9,2,7.21
2016,180,Aaron Ramsey,Arsenal,28,  M(CR),13(10),1231,1,4,3,-,1.8,88.4,0.3,1,6.72
2017,21,Aaron Ramsey,Arsenal,28,  M(CR),21(3),1848,7,8,-,-,2.3,84.9,0.4,1,7.27
2018,163,Aaron Ramsey,Arsenal,28,  M(CR),14(14),1331,4,6,-,-,1.2,82,0.5,-,6.7
2018,14,Aaron Wan-Bissaka,Crystal Palace,21,  D(R),35,3135,-,3,4,1,0.3,73,1.2,3,7.27
2019,43,Aaron Wan-Bissaka,Manchester United,21,  D(R),9,801,-,-,3,-,0.2,77.8,0.6,-,7.12
2016,259,Abdoulaye Doucouré,Watford,26,  M(C),14(6),1351,1,-,4,-,1.1,87,0.7,-,6.48
2017,67,Abdoulaye Doucouré,Watford,26,  M(C),37,3325,7,3,10,-,1.3,83.6,1.2,1,7
2018,140,Abdoulaye Doucouré,Watford,26,  M(C),34(1),3062,5,6,7,-,1.5,83.5,1.2,-,6.76
2019,167,Abdoulaye Doucouré,Watford,26,  M(C),11,971,1,-,2,-,1.7,82.9,1,1,6.63
2014,270,Abel Hernández,Hull,29,  FW,15(10),1312,4,1,2,-,2.1,74.2,1,-,6.49
2016,266,Abel Hernández,Hull,29,  FW,16(8),1428,4,3,-,-,1.6,72.2,0.9,1,6.4
2016,155,Adam Clayton,Middlesbrough,30,  M(C),32(2),2806,-,2,10,-,0.3,87.4,0.6,1,6.8
2016,215,Adam Forshaw,Middlesbrough,28,  M(C),30(4),2700,-,1,4,-,0.8,88.3,0.5,-,6.61
2014,214,Adam Johnson,Sunderland,32,  M(CLR),23(9),2084,4,1,2,-,0.8,79.4,0.1,-,6.72
2015,220,Adam Johnson,Sunderland,32,  M(CLR),11(8),1144,2,5,3,-,0.8,77,0.1,-,6.66
2014,148,Adam Lallana,Liverpool,31,  AM(CLR),23(4),1792,5,3,4,-,1.4,82.5,0.7,1,6.93
2015,69,Adam Lallana,Liverpool,31,  AM(CLR),23(7),2113,4,6,2,-,1.5,82.4,0.8,1,7.08
2016,60,Adam Lallana,Liverpool,31,  AM(CLR),27(4),2350,8,7,3,-,1.6,84.3,0.7,1,7.1
2015,140,Adam Smith,Bournemouth,28,  D(LR)M(R),22(9),2097,2,-,5,-,0.5,84.3,0.7,1,6.87
2016,136,Adam Smith,Bournemouth,28,  D(LR)M(R),34(2),3099,1,5,6,-,0.7,84.7,0.9,1,6.84
2017,181,Adam Smith,Bournemouth,28,  D(LR)M(R),22(5),2069,1,3,6,-,0.5,82.3,0.6,-,6.73
2018,161,Adam Smith,Bournemouth,28,  D(LR)M(R),25,2073,1,1,5,1,0.3,82,1.1,-,6.71
2019,129,Adam Smith,Bournemouth,28,  D(LR)M(R),7,582,-,1,2,-,0.3,79.8,1.3,-,6.75
2019,104,Adam Webster,Brighton,24,  D(C),8,666,1,-,1,-,0.5,85.6,2.8,-,6.83
2016,264,Adama Diomande,Hull,29,  AM(L)FW,13(9),1170,2,-,1,-,1,78.5,1.6,-,6.43
2016,75,Adama Traoré,Middlesbrough,23,  M(R)FW,16(11),1537,-,1,1,-,0.4,69.9,0.6,2,7.03
2018,213,Adama Traoré,Wolverhampton Wanderers,23,  M(R)FW,8(21),896,1,1,1,-,0.7,72.2,0.8,1,6.59
2019,39,Adama Traoré,Wolverhampton Wanderers,23,  M(R)FW,8(2),742,2,1,-,-,0.9,68.2,1.3,1,7.15
2018,245,Ademola Lookman,Everton,22,  AM(CLR)FW,3(18),602,-,2,-,-,0.6,84.6,0.3,-,6.47
2015,280,Adlène Guédioura,Watford,33,  M(C),3(15),421,-,2,2,-,0.7,69.7,0.7,-,6.41
2014,276,Adnan Januzaj,Manchester United,24,  AM(CLR),7(11),850,-,-,-,-,1.4,81.9,0.5,-,6.47
2016,246,Adnan Januzaj,Sunderland,24,  AM(CLR),18(7),1630,-,3,3,1,1,70.7,0.5,-,6.52
2014,190,Adrián,West Ham,32,  GK,38,3391,-,-,3,1,-,46.2,0.2,1,6.8
2015,160,Adrián,West Ham,32,  GK,32,2880,-,-,1,1,-,50.5,0.2,1,6.81
2017,154,Adrián,West Ham,32,  GK,19,1710,-,-,2,-,-,42.5,0.2,-,6.78
2019,218,Adrián,Liverpool,32,  GK,7(1),681,-,-,1,-,-,74.4,0.4,-,6.41
2017,203,Adrian Mariappa,Watford,33,  D(CR),24(4),2209,-,-,4,-,0.4,77,3.2,-,6.65
2018,208,Adrian Mariappa,Watford,33,  D(CR),20(6),1924,-,-,3,-,0.3,82.3,2.3,1,6.6
2014,58,Ahmed El Mohamady,Hull,32,  D(R)M(R),38,3420,2,5,4,-,0.4,73.8,3.3,3,7.17
2016,229,Ahmed El Mohamady,Hull,32,  D(R)M(R),28(5),2520,-,2,3,1,0.3,77,1.8,-,6.58
2017,70,Ahmed Hegazi,West Bromwich Albion,28,  D(C),38,3387,2,-,4,-,0.4,73.1,2.7,3,6.98
2016,281,Ahmed Musa,Leicester,27,  AM(CLR)FW,7(14),755,2,-,1,-,0.8,68.2,0.5,-,6.32
2014,179,Alan Hutton,Aston Villa,34,  D(LR),27(3),2418,1,-,8,-,0.4,76.4,1.7,1,6.83
2015,275,Alan Hutton,Aston Villa,34,  D(LR),26(2),2330,-,1,6,1,0.3,75.4,1.2,-,6.45
2014,213,Alberto Moreno,Liverpool,27,  D(L)M(L),26(2),2263,2,-,6,-,0.6,82.7,0.5,-,6.72
2015,78,Alberto Moreno,Liverpool,27,  D(L)M(L),28(4),2548,1,4,3,-,1.1,81.3,0.4,3,7.05
2014,25,Aleksandar Kolarov,Manchester City,33,  D(CL)M(L),16(5),1486,2,3,4,-,1.3,80.6,1.2,2,7.32
2015,59,Aleksandar Kolarov,Manchester City,33,  D(CL)M(L),25(4),2282,3,3,3,-,1.3,78.7,1.6,1,7.14
2016,24,Aleksandar Kolarov,Manchester City,33,  D(CL)M(L),27(2),2533,1,1,6,-,1.1,84.5,2.9,2,7.3
2015,218,Aleksandar Mitrovic,Newcastle United,25,  FW,22(12),2117,9,4,4,2,2.3,71.8,2.5,-,6.67
2018,57,Aleksandar Mitrovic,Fulham,25,  FW,37,3282,11,3,7,-,3.5,72,6.5,4,7.03
2014,192,Alex Bruce,Hull,35,  D(C),17(5),1450,-,1,3,-,-,75.5,2.6,-,6.79
2016,174,Alex Iwobi,Arsenal,23,  AM(CLR),18(8),1463,3,3,1,-,1.5,87.5,0.2,1,6.72
2017,103,Alex Iwobi,Arsenal,23,  AM(CLR),22(4),1844,3,5,1,-,1.7,86.6,0.1,-,6.88
2018,198,Alex Iwobi,Arsenal,23,  AM(CLR),22(13),1976,3,6,-,-,1,77.8,0.1,-,6.62
2019,140,Alex Iwobi,Everton,23,  AM(CLR),6(3),636,1,-,-,-,1.6,83.1,0.4,-,6.69
2018,218,Alex McCarthy,Southampton,29,  GK,25,2250,-,-,1,-,-,45,0.6,1,6.58
2014,63,Alex Oxlade Chamberlain,Arsenal,26,  M(CLR),17(6),1495,1,1,4,-,1.4,81.4,0.3,2,7.15
2015,221,Alex Oxlade Chamberlain,Arsenal,26,  M(CLR),9(13),925,1,-,-,-,1,82.5,0.4,-,6.66
2016,82,Alex Oxlade Chamberlain,Arsenal,26,  M(CLR),16(13),1563,2,7,1,-,1,82.2,0.5,1,6.99
2017,105,Alex Oxlade Chamberlain,Liverpool,26,  M(CLR),14(18),1485,3,7,3,-,1.2,81.9,0.3,1,6.88
2019,200,Alex Oxlade Chamberlain,Liverpool,26,  M(CLR),2(5),253,-,-,-,-,1.6,89.4,0.6,-,6.49
2018,233,Alex Pritchard,Huddersfield,26,  AM(CLR),26(4),2092,2,-,2,-,1.6,74.9,0.5,-,6.51
2015,216,Alexander Tettey,Norwich,33,  M(C),23,1952,2,-,10,-,0.9,83.8,1.3,1,6.68
2017,45,Alexandre Lacazette,Arsenal,28,  M(LR)FW,26(6),2212,14,4,1,-,2.1,76.7,0.9,1,7.09
2018,25,Alexandre Lacazette,Arsenal,28,  M(LR)FW,27(8),2507,13,8,2,-,2.3,74.2,1.3,4,7.17
2014,136,Alexandre Song,West Ham,32,  M(C),25(3),2249,-,3,4,-,0.4,76.7,0.7,-,6.97
2014,2,Alexis Sánchez,Arsenal,30,  M(CLR)FW,34(1),2953,16,8,4,-,3.5,76.8,0.8,8,7.81
2015,3,Alexis Sánchez,Arsenal,30,  M(CLR)FW,28(2),2446,13,4,1,-,3.6,79.6,0.7,6,7.72
2016,2,Alexis Sánchez,Arsenal,30,  M(CLR)FW,36(2),3224,24,10,6,-,3.4,73.6,0.4,10,7.76
2017,15,Alexis Sánchez,Arsenal,30,  M(CLR)FW,17(2),1508,7,3,4,-,3.6,72.4,0.8,3,7.33
2018,211,Alexis Sánchez,Manchester United,30,  M(CLR)FW,9(11),877,1,3,3,-,0.9,74.6,0.4,-,6.6
2016,84,Alfie Mawson,Swansea,25,  D(C),27,2430,4,-,1,-,0.9,82.9,3.1,2,6.99
2017,132,Alfie Mawson,Swansea,25,  D(C),38,3420,2,1,3,-,0.5,81.1,3.2,-,6.81
2018,129,Alisson,Liverpool,27,  GK,38,3420,-,-,1,-,-,80.3,0.3,-,6.79
2014,283,Allan McGregor,Hull,37,  GK,26,2340,-,-,-,-,-,42.2,0.1,2,6.42
2019,101,Allan Saint-Maximin,Newcastle United,22,  AM(CLR)FW,5(2),392,-,-,-,-,1.6,75,0.4,-,6.85
2015,187,Allan-Roméo Nyom,Watford,31,  D(LR)M(R),29(3),2475,-,1,8,-,0.2,67.9,0.4,-,6.76
2016,165,Allan-Roméo Nyom,West Bromwich Albion,31,  D(LR)M(R),29(3),2639,-,2,8,-,0.2,70.7,0.7,-,6.76
2017,232,Allan-Roméo Nyom,West Bromwich Albion,31,  D(LR)M(R),25(4),2309,-,1,7,-,0.1,76.2,0.8,1,6.57
2015,197,Almen Abdi,Watford,33,  M(CLR),25(7),1987,2,-,4,-,1.2,82.1,0.7,1,6.74
2017,80,Álvaro Morata,Chelsea,27,  AM(L)FW,24(7),2067,11,6,7,-,2.5,73.3,1.7,1,6.94
2016,112,Álvaro Negredo,Middlesbrough,34,  FW,33(3),2880,9,4,5,-,1.9,66.9,4.9,2,6.91
2014,197,Aly Cissokho,Aston Villa,32,  D(L)M(L),24(1),2133,-,-,1,-,0.4,74.7,1.6,-,6.78
2015,272,Aly Cissokho,Aston Villa,32,  D(L)M(L),18,1603,-,-,3,1,0.2,74.3,1.2,-,6.46
2014,23,Ander Herrera,Manchester United,30,  M(C),19(7),1869,6,4,6,-,1.4,89.2,0.5,4,7.33
2015,182,Ander Herrera,Manchester United,30,  M(C),17(10),1538,3,2,4,-,0.9,84,0.3,2,6.77
2016,18,Ander Herrera,Manchester United,30,  M(C),27(4),2467,1,6,5,1,1.2,87.6,0.9,5,7.36
2017,222,Ander Herrera,Manchester United,30,  M(C),13(13),1262,-,2,5,-,0.5,87.6,0.3,-,6.6
2018,72,Ander Herrera,Manchester United,30,  M(C),16(6),1405,2,3,4,-,1,87.8,0.2,2,6.96
2015,103,André Ayew,Swansea,29,  M(CLR)FW,34,2940,12,2,5,-,2,81.7,1.3,3,6.98
2016,225,André Ayew,West Ham,29,  M(CLR)FW,16(9),1442,6,3,1,-,1.4,79.1,0.8,1,6.58
2017,215,André Carrillo,Watford,28,  AM(LR),16(12),1537,1,2,2,-,0.9,76.6,0.5,1,6.62
2018,187,André Gomes,Everton,26,  M(CLR),24(3),1986,1,1,7,-,0.8,84.8,1.4,-,6.65
2019,220,André Gomes,Everton,26,  M(CLR),7(1),586,-,-,3,-,0.3,83.4,0.8,-,6.4
2016,265,Andre Gray,Burnley,28,  FW,26(6),2268,9,3,2,-,1.5,71.8,0.1,1,6.42
2017,290,Andre Gray,Watford,28,  FW,16(15),1499,5,2,1,-,1.1,71.9,0.5,-,6.24
2018,263,Andre Gray,Watford,28,  FW,13(16),1362,7,2,2,-,1.2,65.7,0.6,-,6.35
2019,233,Andre Gray,Watford,28,  FW,6(4),522,1,-,-,-,1.3,68,1.1,-,6.31
2018,215,André Schürrle,Fulham,28,  M(CLR)FW,21(3),1650,6,-,2,-,2.3,77.8,0.6,1,6.59
2014,248,Andre Wisdom,West Bromwich Albion,26,  D(CR)M(R),22(2),1971,-,1,1,-,0.1,78.8,0.8,-,6.61
2017,138,Andreas Christensen,Chelsea,23,  D(C)DMC,23(4),2071,-,-,-,-,0.4,93.4,2.1,-,6.8
2019,177,Andreas Pereira,Manchester United,23,  AM(CLR),9(1),727,-,1,1,-,1.9,73.4,0.4,-,6.6
2014,285,Andreas Weimann,Aston Villa,28,  AM(CLR)FW,20(11),1780,3,2,5,-,1.1,81.5,0.5,1,6.39
2018,168,André-Frank Zambo Anguissa,Fulham,23,  DMC,16(6),1519,-,-,1,1,1,87.4,1,-,6.69
2014,211,Andrew Robertson,Hull,25,  D(L)M(L),17(7),1527,-,2,7,-,0.4,76.3,0.4,-,6.72
2016,196,Andrew Robertson,Hull,25,  D(L)M(L),31(2),2737,1,2,5,-,0.2,76,0.3,-,6.67
2017,61,Andrew Robertson,Liverpool,25,  D(L)M(L),22,1943,1,5,2,-,0.5,87.1,0.7,1,7.02
2018,33,Andrew Robertson,Liverpool,25,  D(L)M(L),36,3219,-,11,4,-,0.4,83.2,0.7,1,7.12
2019,22,Andrew Robertson,Liverpool,25,  D(L)M(L),11,990,1,3,-,-,1,85.1,0.5,2,7.29
2015,173,Andrew Surman,Bournemouth,33,  M(CL),38,3420,-,3,4,-,0.4,85.3,1.2,1,6.79
