Season,Number,Player,Team,Apps,Min,Goals,Assists,xG,xGdiff,xA,xAdiff,xG90,xA90
2017,162,Jeff Hendrick,Burnley,34,2363,2,2,2.09,0.09,2.7,0.7,0.08,0.1
2017,338,Jeffrey Schlupp,Crystal Palace,24,1753,0,1,1.04,1.04,1.18,0.18,0.05,0.06
2017,436,Jeremie Boga,Chelsea,1,17,0,0,0,,0,,0,0
2017,422,Jérémy Pied,Southampton,2,180,0,1,0.03,0.03,0.24,-0.76,0.01,0.12
2017,83,Jermain Defoe,Bournemouth,24,1074,4,1,4.54,0.54,1.02,0.02,0.38,0.09
2017,383,Jerome Sinclair,Watford,4,26,0,0,0,,0.08,0.08,0,0.27
2017,238,Jesé,Stoke,13,619,1,1,0.91,-0.09,0.54,-0.46,0.13,0.08
2017,33,Jesse Lingard,Manchester United,33,1836,8,5,8.05,0.05,3.58,-1.42,0.39,0.18
2017,425,Jesús Gámez,Newcastle United,2,96,0,0,0.03,0.03,0.13,0.13,0.03,0.12
2017,150,João Mário,West Ham,13,1037,2,1,1.77,-0.23,1.15,0.15,0.15,0.1
2017,120,Joe Allen,Stoke,36,3143,2,6,2.12,0.12,2.57,-3.43,0.06,0.07
2017,305,Joe Hart,West Ham,19,1710,0,1,0,,0.59,-0.41,0,0.03
2017,247,Joe Lolley,Huddersfield,6,213,1,0,0.1,-0.9,0.11,0.11,0.04,0.05
2017,511,Joe Willock,Arsenal,2,82,0,0,0.11,0.11,0,,0.12,0
2017,178,Joel Matip,Liverpool,25,1993,1,0,2.35,1.35,0.58,0.58,0.11,0.03
2017,267,Joel Ward,Crystal Palace,19,1621,0,1,0.2,0.2,0.88,-0.12,0.01,0.05
2017,152,Johann Berg Gudmundsson,Burnley,35,2845,2,8,2.95,0.95,5.05,-2.95,0.09,0.16
2017,296,John Stones,Manchester City,18,1310,0,0,1.33,1.33,0,,0.09,0
2017,435,Jonas Lössl,Huddersfield,38,3420,0,1,0,,0.61,-0.39,0,0.02
2017,488,Jonathan Hogg,Huddersfield,30,2425,0,0,0.32,0.32,0.59,0.59,0.01,0.02
2017,363,Jonathan Walters,Burnley,3,29,0,0,0.18,0.18,0,,0.56,0
2017,202,Jonjo Shelvey,Newcastle United,30,2268,1,3,2.18,1.18,2.6,-0.4,0.09,0.1
2017,392,Jonjoe Kenny,Everton,19,1585,0,1,0.18,0.18,1.72,0.72,0.01,0.1
2017,145,Jonny Evans,West Bromwich Albion,28,2276,2,2,1.74,-0.26,1.05,-0.95,0.07,0.04
2017,42,Jordan Ayew,Swansea,36,2862,7,2,6.85,-0.15,1.92,-0.08,0.22,0.06
2017,191,Jordan Henderson,Liverpool,27,2172,1,1,1.14,0.14,1.95,0.95,0.05,0.08
2017,506,Jordan Hugill,West Ham,3,13,0,0,0,,0,,0,0
2017,333,Jordan Pickford,Everton,38,3420,0,0,0,,0.07,0.07,0,0
2017,121,Jordon Ibe,Bournemouth,32,2005,2,6,2.93,0.93,3.75,-2.25,0.13,0.17
2017,355,José Fonte,West Ham,8,696,0,1,0.41,0.41,0.51,-0.49,0.05,0.07
2017,291,José Holebas,Watford,28,2385,0,4,0.43,0.43,3.71,-0.29,0.02,0.14
2017,73,José Izquierdo,Brighton,32,1998,5,3,3.62,-1.38,2.33,-0.67,0.16,0.1
2017,84,Joselu,Newcastle United,30,1730,4,1,6.36,2.36,1.3,0.3,0.33,0.07
2017,387,Joseph Gomez,Liverpool,23,1900,0,2,0.47,0.47,1.53,-0.47,0.02,0.07
2017,389,Josh Cullen,West Ham,2,5,0,0,0,,0,,0,0
2017,455,Josh Sims,Southampton,6,158,0,0,0.57,0.57,0.13,0.13,0.32,0.08
2017,415,Josh Tymon,Stoke,3,161,0,0,0,,0,,0,0
2017,31,Joshua King,Bournemouth,33,2458,8,3,6.56,-1.44,4.89,1.89,0.24,0.18
2017,97,Juan Mata,Manchester United,28,1942,3,5,3.81,0.81,4.73,-0.27,0.18,0.22
2017,272,Julian Speroni,Crystal Palace,11,990,0,0,0,,0,,0,0
2017,420,Julien Ngoy,Stoke,1,16,0,0,0,,0,,0,0
2017,58,Junior Stanislas,Bournemouth,19,1313,5,2,3.83,-1.17,1.91,-0.09,0.26,0.13
2017,249,Jürgen Locadia,Brighton,6,225,1,1,1.15,0.15,0.1,-0.9,0.46,0.04
2017,341,Karl Darlow,Newcastle United,10,900,0,0,0,,0,,0,0
2017,326,Kasey Palmer,Huddersfield,4,165,0,0,0.08,0.08,0.05,0.05,0.04,0.03
2017,334,Kasper Schmeichel,Leicester,33,2968,0,0,0,,0.06,0.06,0,0
2017,100,Kelechi Iheanacho,Leicester,21,809,3,3,4.83,1.83,2.08,-0.92,0.54,0.23
2017,139,Kenedy,Newcastle United,13,1039,2,2,2.4,0.4,1.82,-0.18,0.21,0.16
2017,30,Kevin De Bruyne,Manchester City,37,3103,8,16,5.4,-2.6,13.1,-2.9,0.16,0.38
2017,235,Kevin Long,Burnley,16,1440,1,2,1.71,0.71,1.81,-0.19,0.11,0.11
2017,301,Kevin Mirallas,Everton,5,140,0,0,0.19,0.19,0.06,0.06,0.12,0.04
2017,317,Kevin Wimmer,Stoke,17,1318,0,0,0.07,0.07,0.16,0.16,0,0.01
2017,141,Ki Sung-yueng,Swansea,25,1869,2,2,0.85,-1.15,1.77,-0.23,0.04,0.09
2017,279,Kieran Gibbs,West Bromwich Albion,33,2836,0,1,0.39,0.39,1.91,0.91,0.01,0.06
2017,319,Kieran Trippier,Tottenham,24,1910,0,5,0.43,0.43,4.26,-0.74,0.02,0.2
2017,239,Kiko Femenía,Watford,23,1722,1,1,0.3,-0.7,1.53,0.53,0.02,0.08
2017,514,Konstantinos Mavropanos,Arsenal,3,194,0,0,0,,0,,0,0
2017,253,Konstantinos Stafylidis,Stoke,5,338,0,0,0.07,0.07,0.02,0.02,0.02,0.01
2017,218,Kurt Zouma,Stoke,34,2889,1,0,1.13,0.13,0.47,0.47,0.04,0.01
2017,381,Kyle Bartley,Swansea,5,229,0,0,0.07,0.07,0.11,0.11,0.03,0.04
2017,329,Kyle Naughton,Swansea,34,3037,0,2,0.31,0.31,0.36,-1.64,0.01,0.01
2017,311,Kyle Walker,Manchester City,32,2792,0,6,0.72,0.72,4.84,-1.16,0.02,0.16
2017,370,Kyle Walker-Peters,Tottenham,3,187,0,2,0,,1.39,-0.61,0,0.67
2017,512,Lasse Sorenson,Stoke,1,78,0,1,0,,0.37,-0.63,0,0.42
2017,56,Laurent Depoitre,Huddersfield,33,1794,6,1,3.59,-2.41,1.37,0.37,0.18,0.07
2017,124,Laurent Koscielny,Arsenal,25,2232,2,0,2.17,0.17,0.44,0.44,0.09,0.02
2017,275,Lee Chung-yong,Crystal Palace,7,126,0,0,0.02,0.02,0.1,0.1,0.01,0.07
2017,413,Lee Grant,Stoke,3,270,0,0,0,,0,,0,0
2017,128,Leighton Baines,Everton,22,1911,2,3,2.07,0.07,2.3,-0.7,0.1,0.11
2017,351,Leon Britton,Swansea,5,308,0,0,0,,0,,0,0
2017,201,Leonardo Ulloa,"Brighton, Leicester",14,264,1,0,0.68,-0.32,0.21,0.21,0.23,0.07
2017,198,Leroy Fer,Swansea,20,1399,1,1,1.61,0.61,1.2,0.2,0.1,0.08
2017,17,Leroy Sané,Manchester City,32,2421,10,15,6.24,-3.76,9.05,-5.95,0.23,0.34
2017,485,Levi Lumeka,Crystal Palace,1,22,0,0,0.08,0.08,0,,0.32,0
2017,423,Lewis Cook,Bournemouth,29,2243,0,2,0.37,0.37,1.45,-0.55,0.01,0.06
2017,243,Lewis Dunk,Brighton,38,3420,1,1,3.16,2.16,1.36,0.36,0.08,0.04
2017,440,Liam Rosenior,Brighton,3,157,0,0,0.05,0.05,0,,0.03,0
2017,250,Loris Karius,Liverpool,19,1710,0,0,0,,0,,0,0
2017,432,Lucas Moura,Tottenham,6,208,0,1,0.16,0.16,0.31,-0.69,0.07,0.14
2017,241,Luciano Narsingh,Swansea,18,607,1,0,1.12,0.12,0.95,0.95,0.17,0.14
2017,22,Luka Milivojevic,Crystal Palace,36,3087,10,1,7.87,-2.13,1.26,0.26,0.23,0.04
2017,509,Lukas Nmecha,Manchester City,2,8,0,0,0,,0,,0,0
2017,327,Lukasz Fabianski,Swansea,38,3420,0,0,0,,0.02,0.02,0,0
2017,388,Luke Shaw,Manchester United,11,785,0,0,0.32,0.32,0.36,0.36,0.04,0.04
2017,163,Lys Mousset,Bournemouth,23,569,2,0,1.15,-0.85,1.11,1.11,0.18,0.18
2017,180,Mamadou Sakho,Crystal Palace,19,1598,1,2,1.49,0.49,1.01,-0.99,0.08,0.06
2017,53,Mame Biram Diouf,Stoke,35,2609,6,2,7.49,1.49,2.12,0.12,0.26,0.07
2017,68,Manolo Gabbiadini,Southampton,28,1056,5,0,2.52,-2.48,0.55,0.55,0.21,0.05
2017,61,Manuel Lanzini,West Ham,27,2054,5,6,3.83,-1.17,3.73,-2.27,0.17,0.16
2017,142,Marc Albrighton,Leicester,34,2551,2,7,1.63,-0.37,5.7,-1.3,0.06,0.2
2017,256,Marc Pugh,Bournemouth,20,981,0,0,1.34,1.34,0.57,0.57,0.12,0.05
2017,46,Marcos Alonso,Chelsea,33,2869,7,2,4.37,-2.63,3.06,1.06,0.14,0.1
2017,283,Marcos Rojo,Manchester United,9,649,0,0,0.07,0.07,0.07,0.07,0.01,0.01
2017,41,Marcus Rashford,Manchester United,35,1792,7,5,5.53,-1.47,4.6,-0.4,0.28,0.23
2017,225,Mario Lemina,Southampton,25,1725,1,1,0.7,-0.3,0.64,-0.36,0.04,0.03
2017,77,Mark Noble,West Ham,29,2411,4,0,2.28,-1.72,1.81,1.81,0.09,0.07
2017,14,Marko Arnautovic,West Ham,31,2343,11,6,9.8,-1.2,4.45,-1.55,0.38,0.17
2017,402,Marko Grujic,Liverpool,3,9,0,0,0,,0.03,0.03,0,0.3
2017,254,Markus Suttner,Brighton,14,1176,0,0,0.07,0.07,0.27,0.27,0.01,0.02
2017,80,Marouane Fellaini,Manchester United,16,601,4,0,2.73,-1.27,0.16,0.16,0.41,0.02
2017,491,Martin Cranie,Huddersfield,3,184,0,0,0,,0,,0,0
2017,508,Martin Dubravka,Newcastle United,12,1080,0,0,0,,0,,0,0
2017,274,Martin Kelly,Crystal Palace,15,1199,0,0,0.35,0.35,0.09,0.09,0.03,0.01
2017,344,Martin Olsson,Swansea,36,3159,0,1,0.86,0.86,0.69,-0.31,0.02,0.02
2017,489,Marvin Zeegelaar,Watford,12,995,0,1,0,,0.87,-0.13,0,0.08
2017,386,Mason Holgate,Everton,15,1182,0,0,0.47,0.47,0.67,0.67,0.04,0.05
2017,378,Massadio Haidara,Newcastle United,1,1,0,0,0,,0,,0,0
2017,427,Mat Ryan,Brighton,38,3420,0,0,0,,0,,0,0
2017,160,Matt Phillips,West Bromwich Albion,30,2097,2,2,2.6,0.6,3.27,1.27,0.11,0.14
2017,89,Matt Ritchie,Newcastle United,35,2822,3,5,3.19,0.19,6.59,1.59,0.1,0.21
2017,369,Matt Targett,Southampton,2,168,0,0,0,,0.14,0.14,0,0.07
2017,286,Matteo Darmian,Manchester United,8,442,0,0,0.03,0.03,0.02,0.02,0.01,0
2017,439,Matthew James,Leicester,13,997,0,0,0.87,0.87,0.11,0.11,0.08,0.01
2017,398,Matthew Lowton,Burnley,26,2290,0,3,0.08,0.08,1.76,-1.24,0,0.07
2017,147,Maya Yoshida,Southampton,24,2051,2,0,1.99,-0.01,0.55,0.55,0.09,0.02
2017,76,Mesut Özil,Arsenal,26,2166,4,8,4.39,0.39,9.13,1.13,0.18,0.38
2017,321,Michael Carrick,Manchester United,2,110,0,0,0.4,0.4,0.04,0.04,0.33,0.03
2017,469,Michael Hefele,Huddersfield,2,30,0,0,0,,0,,0,0
2017,399,Michael Keane,Everton,30,2563,0,1,1.25,1.25,0.95,-0.05,0.04,0.03
2017,505,Michael Obafemi,Southampton,1,7,0,0,0.55,0.55,0,,7.01,0
2017,94,Michail Antonio,West Ham,21,1347,3,1,2.01,-0.99,0.92,-0.08,0.13,0.06
2017,318,Michel Vorm,Tottenham,1,90,0,0,0,,0,,0,0
2017,153,Michy Batshuayi,Chelsea,12,342,2,1,1.34,-0.66,0.09,-0.91,0.35,0.02
2017,186,Miguel Britos,Watford,12,798,1,0,0.82,-0.18,0.89,0.89,0.09,0.1
2017,232,Mike van der Hoorn,Swansea,24,1963,1,0,0.94,-0.06,0.62,0.62,0.04,0.03
2017,240,Mikel Merino,Newcastle United,24,1336,1,1,0.51,-0.49,0.74,-0.26,0.03,0.05
2017,172,Mohamed Diamé,Newcastle United,31,2042,2,0,1.68,-0.32,1.01,1.01,0.07,0.04
2017,262,Mohamed Elneny,Arsenal,13,870,0,1,0.28,0.28,0.76,-0.24,0.03,0.08
2017,1,Mohamed Salah,Liverpool,36,2954,32,10,25.14,-6.86,8.34,-1.66,0.77,0.25
2017,223,Molla Wagué,Watford,6,441,1,0,0.68,-0.32,0,,0.14,0
2017,284,Morgan Schneiderlin,Everton,30,2125,0,0,0.32,0.32,0.21,0.21,0.01,0.01
2017,447,Moritz Bauer,Stoke,15,1311,0,0,0.15,0.15,1,1,0.01,0.07
2017,315,Mousa Dembélé,Tottenham,28,1882,0,0,0.36,0.36,0.6,0.6,0.02,0.03
2017,204,Moussa Sissoko,Tottenham,33,1385,1,1,2.94,1.94,2.5,1.5,0.19,0.16
2017,375,Muhamed Besic,Everton,2,43,0,0,0,,0.06,0.06,0,0.13
2017,193,Nacer Chadli,West Bromwich Albion,5,216,1,0,0.12,-0.88,0.1,0.1,0.05,0.04
2017,59,Nacho Monreal,Arsenal,28,2246,5,2,1.9,-3.1,3.01,1.01,0.08,0.12
2017,494,Nahki Wells,Burnley,9,37,0,0,0.67,0.67,0,,1.63,0
2017,127,Nathan Aké,Bournemouth,38,3353,2,3,2.23,0.23,1.87,-1.13,0.06,0.05
2017,343,Nathan Dyer,Swansea,24,1307,0,0,0.85,0.85,0.7,0.7,0.06,0.05
2017,208,Nathan Redmond,Southampton,31,1947,1,3,2.32,1.32,4.2,1.2,0.11,0.19
2017,404,Nathaniel Chalobah,Watford,6,448,0,0,0.77,0.77,0.03,0.03,0.16,0.01
2017,303,Nathaniel Clyne,Liverpool,3,173,0,0,0.11,0.11,0.09,0.09,0.06,0.04
2017,195,Nemanja Matic,Manchester United,36,3121,1,1,0.45,-0.55,1.39,0.39,0.01,0.04
2017,199,N'Golo Kanté,Chelsea,34,3005,1,1,0.73,-0.27,3.63,2.63,0.02,0.11
2017,449,Nick Pope,Burnley,35,3115,0,0,0,,0.2,0.2,0,0.01
2017,78,Nicolás Otamendi,Manchester City,34,2975,4,0,3.19,-0.81,1.16,1.16,0.1,0.04
2017,484,Nikola Vlasic,Everton,12,572,0,0,0.33,0.33,0.84,0.84,0.05,0.13
2017,293,Nordin Amrabat,Watford,3,202,0,0,0.02,0.02,0.11,0.11,0.01,0.05
2017,289,Nyom,West Bromwich Albion,29,2307,0,1,0.06,0.06,1.13,0.13,0,0.04
2017,431,Oleksandr Zinchenko,Manchester City,8,534,0,0,0.09,0.09,0.35,0.35,0.02,0.06
2017,446,Oliver Burke,West Bromwich Albion,15,336,0,2,0.46,0.46,0.47,-1.53,0.12,0.13
2017,411,Oliver McBurnie,Swansea,11,257,0,1,0.25,0.25,0.54,-0.46,0.09,0.19
2017,39,Olivier Giroud,"Arsenal, Chelsea",29,953,7,1,7.6,0.6,3.01,2.01,0.72,0.28
2017,393,Orestis Karnezis,Watford,15,1290,0,0,0,,0,,0,0
2017,214,Oriol Romeu,Southampton,34,2911,1,0,2.58,1.58,1.66,1.66,0.08,0.05
2017,34,Oumar Niasse,Everton,22,1075,8,2,7.42,-0.58,1.55,-0.45,0.62,0.13
2017,306,Pablo Zabaleta,West Ham,37,3299,0,1,0.33,0.33,0.93,-0.07,0.01,0.03
2017,269,Pape Souaré,Crystal Palace,1,7,0,0,0,,0,,0,0
2017,37,Pascal Groß,Brighton,38,2979,7,8,3.34,-3.66,8.66,0.66,0.1,0.26
2017,396,Patrice Evra,West Ham,5,242,0,0,0,,0,,0,0
2017,66,Patrick van Aanholt,Crystal Palace,28,2184,5,1,3.39,-1.61,2.46,1.46,0.14,0.1
2017,359,Paul Dummett,Newcastle United,20,1603,0,0,0.23,0.23,0.71,0.71,0.01,0.04
2017,54,Paul Pogba,Manchester United,27,2158,6,10,7.81,1.81,4.59,-5.41,0.33,0.19
2017,384,Paulo Gazzaniga,Tottenham,1,90,0,0,0,,0,,0,0
2017,81,Pedro,Chelsea,31,1523,4,2,3.6,-0.4,1.69,-0.31,0.21,0.1
2017,126,Pedro Obiang,West Ham,21,1564,2,0,0.33,-1.67,0.56,0.56,0.02,0.03
2017,181,Per Mertesacker,Arsenal,6,360,1,0,0.09,-0.91,0,,0.02,0
2017,67,Peter Crouch,Stoke,31,1532,5,2,4.22,-0.78,3.15,1.15,0.25,0.18
2017,261,Petr Cech,Arsenal,34,3042,0,0,0,,0,,0,0
2017,361,Phil Bardsley,Burnley,13,1130,0,0,0.03,0.03,0.3,0.3,0,0.02
2017,479,Phil Foden,Manchester City,5,41,0,1,0,,0.49,-0.51,0,1.07
2017,297,Phil Jagielka,Everton,25,2066,0,0,0.8,0.8,0,,0.04,0
2017,380,Phil Jones,Manchester United,23,1974,0,0,0.55,0.55,0.2,0.2,0.03,0.01
2017,466,Philip Billing,Huddersfield,16,755,0,0,0.12,0.12,0.52,0.52,0.01,0.06
2017,38,Philippe Coutinho,Liverpool,14,1132,7,6,3.64,-3.36,4.95,-1.05,0.29,0.39
2017,16,Pierre-Emerick Aubameyang,Arsenal,13,1056,10,4,9.17,-0.83,1.26,-2.74,0.78,0.11
2017,252,Pierre-Emile Højbjerg,Southampton,23,1669,0,0,0.7,0.7,0.6,0.6,0.04,0.03
2017,177,Ragnar Klavan,Liverpool,19,1448,1,0,0.93,-0.07,0.14,0.14,0.06,0.01
2017,5,Raheem Sterling,Manchester City,33,2594,18,11,18.83,0.83,8.84,-2.16,0.65,0.31
2017,115,Rajiv van La Parra,Huddersfield,33,2165,3,0,3.09,0.09,0.83,0.83,0.13,0.03
2017,164,Ramadan Sobhi,Stoke,24,1227,2,0,1.07,-0.93,0.99,0.99,0.08,0.07
2017,302,Ramiro Funes Mori,Everton,4,119,0,0,0.05,0.05,0,,0.03,0
2017,278,Reece Oxford,West Ham,1,1,0,0,0,,0,,0,0
2017,504,Reiss Nelson,Arsenal,3,147,0,0,0.07,0.07,0.03,0.03,0.04,0.02
2017,454,Rekeem Harper,West Bromwich Albion,1,19,0,0,0,,0.05,0.05,0,0.23
2017,445,Renato Sanches,Swansea,12,703,0,0,0.37,0.37,0.25,0.25,0.05,0.03
2017,72,Richarlison,Watford,38,2832,5,4,10.6,6+5.66,3.81,-0.19,0.34,0.12
2017,12,Riyad Mahrez,Leicester,36,2977,12,10,6.61,-5.39,7.55,-2.45,0.2,0.23
2017,416,Rob Holding,Arsenal,12,816,0,0,0.11,0.11,0.03,0.03,0.01,0
2017,207,Robbie Brady,Burnley,15,1279,1,2,1.13,0.13,2.18,0.18,0.08,0.15
2017,340,Robert Elliot,Newcastle United,16,1440,0,0,0,,0,,0,0
2017,7,Roberto Firmino,Liverpool,37,2814,15,7,10.76,-4.24,7.68,0.68,0.34,0.25
2017,71,Roberto Pereyra,Watford,32,1618,5,2,3.91,-1.09,2.67,0.67,0.22,0.15
2017,376,Rolando Aarons,Newcastle United,4,133,0,0,0.05,0.05,0,,0.03,0
2017,6,Romelu Lukaku,Manchester United,34,2869,16,7,15.47,-0.53,5.47,-1.53,0.49,0.17
2017,426,Roque Mesa,Swansea,11,762,0,0,0.13,0.13,0.13,0.13,0.02,0.02
2017,299,Ross Barkley,Chelsea,2,134,0,0,0.69,0.69,0.08,0.08,0.46,0.05
2017,138,Ruben Loftus-Cheek,Crystal Palace,24,1877,2,3,3.45,1.45,3.25,0.25,0.17,0.16
2017,356,Ryan Bertrand,Southampton,35,3138,0,4,2.02,2.02,2.82,-1.18,0.06,0.08
2017,70,Ryan Fraser,Bournemouth,26,2016,5,3,1.98,-3.02,2.74,-0.26,0.09,0.12
2017,217,Ryan Shawcross,Stoke,27,2371,1,1,2.78,1.78,0.22,-0.78,0.11,0.01
2017,20,Sadio Mané,Liverpool,29,2230,10,7,11.5,1.52,5.25,-1.75,0.46,0.21
2017,348,Saido Berahino,Stoke,15,467,0,1,1.74,1.74,0.37,-0.63,0.34,0.07
2017,43,Salomón Rondón,West Bromwich Albion,36,2781,7,3,6.87,-0.13,2.61,-0.39,0.22,0.08
2017,499,Sam Baldock,Brighton,2,28,0,0,0,,0,,0,0
2017,373,Sam Byram,West Ham,5,250,0,0,0.28,0.28,0.15,0.15,0.1,0.05
2017,110,Sam Clucas,Swansea,29,2043,3,1,1.94,-1.06,0.99,-0.01,0.09,0.04
2017,221,Sam Field,West Bromwich Albion,10,545,1,0,0.59,-0.41,0.18,0.18,0.1,0.03
2017,410,Sam McQueen,Southampton,7,136,0,0,0.03,0.03,0.12,0.12,0.02,0.08
2017,85,Sam Vokes,Burnley,29,953,4,1,3.01,-0.99,1.15,0.15,0.28,0.11
2017,430,Sandro Ramírez,Everton,8,278,0,0,0.49,0.49,0.07,0.07,0.16,0.02
2017,151,Scott Arfield,Burnley,18,1343,2,1,1.36,-0.64,0.4,-0.6,0.09,0.03
2017,182,Scott Dann,Crystal Palace,17,1435,1,0,2.43,1.43,0.22,0.22,0.15,0.01
2017,470,Scott Malone,Huddersfield,22,1116,0,1,0.65,0.65,0.49,-0.51,0.05,0.04
2017,453,Scott McTominay,Manchester United,13,627,0,0,0.04,0.04,0.04,0.04,0.01,0.01
2017,116,Sead Kolasinac,Arsenal,27,2154,2,4,2.55,0.55,4.01,0.01,0.11,0.17
2017,295,Seamus Coleman,Everton,12,1038,0,1,1.36,1.36,0.78,-0.22,0.12,0.07
2017,290,Sebastian Prödl,Watford,21,1566,0,0,0.92,0.92,0.32,0.32,0.05,0.02
2017,168,Serge Aurier,Tottenham,17,1432,2,2,0.77,-1.23,2.64,0.64,0.05,0.17
2017,3,Sergio Agüero,Manchester City,25,1985,21,6,18.57,-2.43,6.53,0.53,0.84,0.3
2017,287,Sergio Romero,Manchester United,1,90,0,0,0,,0,,0,0
2017,474,Shane Duffy,Brighton,37,3296,0,1,2.23,2.23,1.22,0.22,0.06,0.03
2017,146,Shane Long,Southampton,30,1566,2,1,3.99,1.99,1.31,0.31,0.23,0.08
2017,51,Shinji Okazaki,Leicester,27,1340,6,2,7.49,1.49,1.85,-0.15,0.5,0.12
2017,111,Shkodran Mustafi,Arsenal,27,2272,3,1,0.72,-2.28,1.9,0.9,0.03,0.08
2017,255,Simon Francis,Bournemouth,32,2706,0,1,0.41,0.41,1.63,0.63,0.01,0.05
2017,259,Simon Mignolet,Liverpool,19,1710,0,0,0,,0,,0,0
2017,158,Sofiane Boufal,Southampton,26,1198,2,2,1.63,-0.37,1.71,-0.29,0.12,0.13
2017,244,Solly March,Brighton,36,1817,1,1,1.26,0.26,1.73,0.73,0.06,0.09
2017,10,Son Heung-Min,Tottenham,37,2315,12,6,11.02,-0.98,6.59,0.59,0.43,0.26
2017,236,Stefano Okaka,Watford,15,437,1,1,1.86,0.86,0.38,-0.62,0.38,0.08
2017,365,Stephen Ireland,Stoke,4,124,0,0,0.49,0.49,0.03,0.03,0.35,0.02
2017,226,Stephen Ward,Burnley,28,2463,1,1,0.37,-0.63,1.53,0.53,0.01,0.06
2017,117,Steve Cook,Bournemouth,34,2761,2,1,1.36,-0.64,1.02,0.02,0.04,0.03
2017,48,Steve Mounie,Huddersfield,28,1850,7,1,5.8,-1.2,1.61,0.61,0.28,0.08
2017,108,Steven Davis,Southampton,23,1529,3,0,1.29,-1.71,1.18,1.18,0.08,0.07
2017,227,Steven Defour,Burnley,24,2034,1,1,0.6,-0.4,1.16,0.16,0.03,0.05
2017,391,Sullay Kaikai,Crystal Palace,1,12,0,0,0,,0,,0,0
2017,65,Tammy Abraham,Swansea,31,1706,5,1,6.16,1.16,1.44,0.44,0.32,0.08
2017,480,Terence Kongolo,Huddersfield,13,1043,0,0,0.16,0.16,0.17,0.17,0.01,0.01
2017,91,Theo Walcott,"Arsenal, Everton",20,1207,3,3,3.15,0.15,3.03,0.03,0.24,0.23
2017,323,Thibaut Courtois,Chelsea,35,3150,0,0,0,,0,,0,0
2017,458,Thomas Edwards,Stoke,6,486,0,0,0.01,0.01,0.58,0.58,0,0.11
2017,167,Tiemoué Bakayoko,Chelsea,29,2118,2,2,3.45,1.45,1.32,-0.68,0.15,0.06
2017,282,Timothy Fosu-Mensah,Crystal Palace,21,1595,0,0,0.22,0.22,0.37,0.37,0.01,0.02
2017,312,Toby Alderweireld,Tottenham,14,1177,0,0,0.35,0.35,0.18,0.18,0.03,0.01
2017,320,Tom Carroll,Swansea,37,2564,0,4,0.77,0.77,3.9,-0.1,0.03,0.14
2017,190,Tom Cleverley,Watford,23,1909,1,2,1.78,0.78,1.4,-0.6,0.08,0.07
2017,149,Tom Davies,Everton,33,1901,2,1,1.48,-0.52,0.65,-0.35,0.07,0.03
2017,397,Tom Heaton,Burnley,4,305,0,0,0,,0,,0,0
2017,171,Tom Ince,Huddersfield,33,2465,2,0,6.73,4.73,1.47,1.47,0.25,0.05
2017,170,Tomer Hemed,Brighton,16,849,2,2,1.7,-0.3,0.11,-1.89,0.18,0.01
2017,462,Tommy Smith,Huddersfield,24,1911,0,1,0.16,0.16,1.93,0.93,0.01,0.09
2017,237,Trent Alexander-Arnold,Liverpool,19,1582,1,1,0.93,-0.07,2.52,1.52,0.05,0.14
2017,62,Troy Deeney,Watford,29,1832,5,2,7.15,2.15,2.38,0.38,0.35,0.12
2017,510,Tyrese Campbell,Stoke,4,66,0,0,0.15,0.15,0,,0.2,0
2017,390,Tyrone Mings,Bournemouth,4,207,0,0,0.02,0.02,0.03,0.03,0.01,0.01
2017,438,Uwe Hünemeier,Brighton,1,16,0,0,0,,0,,0,0
2017,112,Vicente Iborra,Leicester,19,1424,3,0,1.59,-1.41,0.48,0.48,0.1,0.03
2017,481,Victor Lindelöf,Manchester United,17,1280,0,0,0.01,0.01,0.22,0.22,0,0.02
2017,96,Victor Moses,Chelsea,28,2128,3,3,3.08,0.08,2.64,-0.36,0.13,0.11
2017,213,Victor Wanyama,Tottenham,18,830,1,0,0.32,-0.68,0.26,0.26,0.03,0.03
2017,408,Vincent Janssen,Tottenham,1,1,0,0,0,,0,,0,0
2017,192,Vincent Kompany,Manchester City,17,1401,1,1,1.02,0.02,0.41,-0.59,0.07,0.03
2017,354,Virgil van Dijk,"Liverpool, Southampton",26,2252,0,0,1.94,1.94,2.32,2.32,0.08,0.09
2017,266,Wayne Hennessey,Crystal Palace,27,2430,0,0,0,,0.4,0.4,0,0.01
2017,18,Wayne Rooney,Everton,31,2301,10,2,8.91,-1.09,2.28,0.28,0.35,0.09
2017,330,Wayne Routledge,Swansea,15,417,0,0,0.39,0.39,0.38,0.38,0.08,0.08
2017,336,Wes Morgan,Leicester,32,2817,0,0,1.93,1.93,0.41,0.41,0.06,0.01
2017,394,Wesley Hoedt,Southampton,28,2520,0,1,1.85,1.85,0.78,-0.22,0.07,0.03
2017,448,Wilfred Ndidi,Leicester,33,2902,0,3,1.57,1.57,0.51,-2.49,0.05,0.02
2017,130,Wilfried Bony,Swansea,15,699,2,0,1.47,-0.53,0.18,0.18,0.19,0.02
2017,24,Wilfried Zaha,Crystal Palace,29,2551,9,3,9.74,0.74,5.3,2.3,0.34,0.19
2017,173,Will Hughes,Watford,15,1004,2,3,0.66,-1.34,1.48,-1.52,0.06,0.13
2017,49,Willian,Chelsea,36,1872,6,7,5.98,-0.02,6.17,-0.83,0.29,0.3
